,Date,MSFT,S&P 500 Pure Value (TR),S&P 500 ESG Quality Index (USD) TR,S&P 500 Low Rate-Sensitivity Index (USD) TR,S&P 500 Quality - Lowest Quintile Index TR,Dow Jones U.S. High Momentum Total Return Index,Dow Jones U.S. Thematic Long Size Total Return Index,S&P 500 High Rate-Sensitivity 100 Index (USD) TR,S&P 500 Pure Growth (TR),S&P 500 ESG Enhanced Value Index (USD) TR,S&P 500 Low Rate-Sensitivity 100 Index (USD) TR,S&P 500 Volatility - Highest Quintile Index TR
853,2018-04-25,92.30999755859376,12255.59,314.13,12360.64,592.42,2296.48,2019.1,11219.7,12808.27,316.74,10749.57,1736.58
854,2018-04-26,94.26000213623048,12308.97,316.74,12471.47,598.17,2318.47,2027.21,11276.21,13002.19,317.93,10889.07,1770.61
855,2018-04-27,95.81999969482422,12365.48,316.23,12543.02,598.8,2312.49,2027.99,11290.75,12973.48,318.56,11017.08,1774.27
856,2018-04-30,93.5199966430664,12239.99,314.24,12436.2,596.92,2297.48,2007.05,11186.99,12879.77,314.97,10936.38,1755.99
857,2018-05-01,95.0,12209.34,314.78,12457.43,598.75,2296.86,2014.54,11166.13,12997.52,314.73,10968.73,1750.2
858,2018-05-02,93.51000213623048,12110.18,313.37,12349.03,593.29,2292.35,2015.39,11088.93,12919.3,311.01,10875.0,1743.49
859,2018-05-03,94.06999969482422,11961.87,312.65,12315.49,592.27,2295.57,2009.55,11024.17,12944.2,309.07,10869.1,1733.05
860,2018-05-04,95.16000366210938,12046.52,316.84,12457.58,599.68,2318.79,2037.54,11143.45,13129.98,312.37,10987.88,1757.69
861,2018-05-07,96.22000122070312,11998.7,317.11,12466.56,602.27,2335.08,2052.02,11194.75,13206.26,312.29,10988.24,1762.13
862,2018-05-08,95.80999755859376,11979.59,317.58,12412.22,602.11,2347.57,2058.88,11256.41,13232.17,312.25,10869.9,1766.82
863,2018-05-09,96.94000244140624,12070.91,320.15,12482.08,607.02,2374.06,2070.19,11444.26,13363.91,315.17,10885.71,1791.57
864,2018-05-10,97.91000366210938,12190.0,323.29,12593.96,612.81,2393.68,2081.43,11549.1,13523.74,317.94,10993.14,1806.49
865,2018-05-11,97.6999969482422,12199.71,324.41,12604.65,611.13,2399.22,2080.16,11528.65,13554.58,318.94,10988.12,1808.56
866,2018-05-14,98.02999877929688,12226.46,324.7,12589.03,610.61,2392.43,2075.9,11545.19,13535.49,320.0,10932.48,1815.64
867,2018-05-15,97.31999969482422,12241.31,322.9,12495.21,606.27,2386.52,2071.81,11581.3,13393.02,318.85,10807.66,1818.02
868,2018-05-16,97.1500015258789,12365.07,324.62,12539.74,608.56,2399.66,2089.1,11668.7,13462.49,320.66,10801.27,1843.95
869,2018-05-17,96.18000030517578,12434.63,324.24,12528.44,607.07,2405.83,2094.2,11727.41,13438.41,320.62,10745.92,1850.97
870,2018-05-18,96.36000061035156,12341.48,323.01,12510.89,606.23,2407.12,2089.78,11658.46,13436.29,318.9,10724.57,1837.28
871,2018-05-21,97.5999984741211,12426.2,324.92,12586.83,610.16,2423.02,2110.78,11726.65,13525.73,321.34,10792.37,1851.59
872,2018-05-22,97.5,12373.62,324.15,12552.17,608.05,2406.18,2096.38,11720.74,13463.59,320.96,10808.54,1838.76
873,2018-05-23,98.66000366210938,12303.05,324.39,12606.53,611.73,2412.06,2098.24,11694.12,13563.97,320.26,10899.01,1846.44
874,2018-05-24,98.30999755859376,12279.7,324.1,12609.22,611.4,2415.3,2095.39,11660.49,13576.09,319.63,10911.17,1846.79
875,2018-05-25,98.36000061035156,12250.49,323.44,12615.12,611.04,2406.34,2093.64,11556.76,13576.48,319.03,10940.14,1843.23
876,2018-05-29,98.01000213623048,12075.92,319.51,12529.87,602.94,2384.1,2087.57,11291.34,13479.53,314.69,10938.24,1829.55
877,2018-05-30,98.9499969482422,12257.82,323.66,12678.88,611.04,2415.51,2115.02,11503.67,13607.93,318.62,11055.99,1855.18
878,2018-05-31,98.83999633789062,12149.98,321.46,12576.69,606.38,2396.11,2091.26,11401.69,13501.3,315.29,10994.25,1832.42
879,2018-06-01,100.79000091552734,12274.19,324.92,12650.4,611.43,2427.24,2101.53,11566.59,13700.92,318.63,10977.82,1857.29
880,2018-06-04,101.66999816894533,12312.5,326.82,12698.15,614.92,2436.84,2111.62,11568.38,13781.76,320.08,11017.61,1850.45
881,2018-06-05,102.19000244140624,12387.36,327.24,12702.82,615.81,2451.07,2121.47,11596.7,13837.63,320.39,10990.35,1867.45
882,2018-06-06,102.48999786376952,12485.02,330.16,12755.52,621.74,2470.91,2134.2,11779.28,13956.61,323.27,10952.73,1887.68
883,2018-06-07,100.87999725341795,12540.92,329.88,12768.62,623.05,2458.9,2137.69,11774.38,13852.41,323.87,10965.77,1885.7
884,2018-06-08,101.62999725341795,12588.66,331.2,12835.55,624.25,2471.89,2144.55,11815.5,13936.35,324.8,11028.36,1895.42
885,2018-06-11,101.0500030517578,12630.02,331.22,12855.95,625.3,2471.18,2149.58,11837.71,13949.62,325.84,11031.5,1906.99
886,2018-06-12,101.30999755859376,12613.95,331.67,12916.07,627.08,2482.32,2157.86,11820.92,14063.57,325.73,11114.1,1915.76
887,2018-06-13,100.8499984741211,12557.19,330.14,12822.89,625.39,2473.77,2140.72,11786.61,14023.96,324.56,10980.56,1906.33
888,2018-06-14,101.41999816894533,12533.56,330.29,12890.15,628.45,2477.88,2150.34,11757.92,14115.69,324.23,11081.08,1910.12
889,2018-06-15,100.12999725341795,12530.31,330.76,12912.8,628.32,2467.42,2148.2,11695.15,14101.88,324.26,11125.22,1904.94
890,2018-06-18,100.86000061035156,12535.61,329.89,12883.44,627.19,2476.64,2154.33,11755.29,14093.23,322.76,11104.1,1912.8
891,2018-06-19,100.86000061035156,12523.26,328.38,12864.23,624.7,2458.49,2154.18,11665.51,14003.34,322.1,11143.93,1905.34
892,2018-06-20,101.87000274658205,12533.32,328.49,12908.22,625.49,2468.0,2168.21,11706.49,14059.08,321.02,11200.24,1919.91
893,2018-06-21,101.13999938964844,12470.14,326.1,12871.86,621.8,2447.54,2152.97,11609.88,13946.45,319.45,11230.53,1908.41
894,2018-06-22,100.41000366210938,12469.32,326.66,12921.54,623.31,2432.16,2157.58,11606.53,13859.39,320.56,11308.57,1906.56
895,2018-06-25,98.38999938964844,12344.24,322.71,12847.87,613.56,2381.2,2129.7,11379.4,13558.61,316.69,11367.39,1868.27
896,2018-06-26,99.08000183105467,12352.04,323.0,12859.29,616.65,2391.09,2133.8,11390.84,13626.91,316.63,11376.31,1877.54
897,2018-06-27,97.54000091552734,12254.54,320.26,12770.35,610.13,2357.14,2108.69,11279.23,13393.97,313.55,11346.17,1860.61
898,2018-06-28,98.62999725341795,12235.7,321.54,12835.88,615.47,2372.8,2116.9,11312.79,13505.68,314.81,11423.79,1866.64
899,2018-06-29,98.61000061035156,12188.33,322.67,12844.81,613.64,2373.54,2116.09,11296.14,13557.01,314.69,11419.01,1865.81
900,2018-07-02,100.01000213623048,12172.48,323.29,12846.95,615.54,2385.55,2116.89,11312.16,13627.26,315.6,11415.88,1861.3
901,2018-07-03,99.0500030517578,12184.63,322.01,12855.58,612.25,2376.75,2125.36,11247.14,13518.81,314.75,11466.03,1859.82
902,2018-07-05,99.76000213623048,12233.71,324.41,12976.21,617.18,2390.13,2148.46,11292.67,13667.38,317.15,11590.3,1873.97
903,2018-07-06,101.16000366210938,12308.5,327.29,13072.88,622.12,2411.81,2167.92,11387.12,13807.94,319.62,11657.39,1897.55
904,2018-07-09,101.8499984741211,12460.22,330.07,13085.36,629.17,2436.07,2184.61,11628.72,13926.59,323.08,11517.87,1920.37
905,2018-07-10,102.12000274658205,12482.43,331.07,13127.65,631.17,2434.58,2180.27,11622.36,13960.86,324.36,11569.31,1923.82
906,2018-07-11,101.9800033569336,12323.98,328.98,13061.3,627.14,2415.31,2162.76,11456.53,13877.16,321.22,11577.25,1893.58
907,2018-07-12,104.19000244140624,12343.3,331.75,13129.67,631.46,2435.21,2168.03,11479.68,14053.85,323.65,11603.37,1901.65
908,2018-07-13,105.43000030517578,12363.0,332.49,13142.5,631.14,2435.89,2168.43,11453.39,14046.34,324.2,11595.62,1902.47
909,2018-07-16,104.91000366210938,12363.21,331.55,13090.49,633.88,2433.05,2154.28,11463.55,14000.34,324.13,11540.43,1896.83
910,2018-07-17,105.9499969482422,12372.07,332.88,13123.35,636.21,2453.51,2164.23,11513.34,14115.55,324.72,11533.4,1904.22
911,2018-07-18,105.12000274658205,12437.41,333.92,13117.32,636.87,2468.45,2165.73,11615.63,14163.04,325.43,11474.71,1908.75
912,2018-07-19,104.4000015258789,12400.47,333.22,13156.38,632.69,2461.3,2180.32,11515.85,14080.82,324.88,11566.89,1909.2
913,2018-07-20,106.2699966430664,12340.62,332.53,13103.56,634.03,2454.72,2164.65,11470.4,14047.87,323.4,11500.01,1894.42
914,2018-07-23,107.97000122070312,12398.1,333.01,13091.05,635.02,2460.54,2160.59,11548.89,14056.69,324.18,11469.51,1898.65
915,2018-07-24,107.66000366210938,12379.86,333.61,13081.51,637.21,2444.32,2145.2,11569.41,14008.34,324.39,11451.91,1884.17
916,2018-07-25,110.83000183105467,12407.27,336.8,13193.36,643.83,2476.07,2148.04,11628.7,14196.13,326.03,11541.32,1899.15
917,2018-07-26,109.62000274658205,12509.15,337.78,13244.83,643.6,2476.66,2159.87,11685.77,14135.93,328.23,11612.39,1914.6
918,2018-07-27,107.68000030517578,12543.51,335.51,13151.8,642.2,2439.13,2135.83,11671.17,13928.48,327.07,11500.96,1898.99
919,2018-07-30,105.37000274658205,12608.31,333.7,13091.93,638.28,2407.49,2127.04,11671.41,13663.71,327.12,11458.42,1895.94
920,2018-07-31,106.08000183105467,12614.79,335.49,13210.8,641.21,2422.74,2149.5,11659.42,13744.38,328.62,11608.9,1900.57
921,2018-08-01,106.27999877929688,12501.14,335.34,13135.9,638.5,2421.16,2141.87,11577.96,13740.36,326.92,11562.54,1874.38
922,2018-08-02,107.56999969482422,12540.19,337.03,13196.41,639.89,2448.68,2155.01,11613.13,13879.02,327.5,11624.91,1889.88
923,2018-08-03,108.04000091552734,12623.28,338.98,13287.46,643.7,2447.85,2165.42,11638.11,13884.8,330.39,11762.4,1892.56
924,2018-08-06,108.12999725341795,12632.33,339.95,13306.33,645.13,2463.94,2178.47,11695.99,13956.12,330.94,11760.92,1896.03
925,2018-08-07,108.87999725341795,12686.99,341.28,13313.87,645.89,2476.38,2184.01,11743.72,14006.46,332.15,11726.4,1901.04
926,2018-08-08,109.48999786376952,12688.18,341.36,13283.84,644.93,2472.73,2177.86,11730.82,13993.61,332.31,11680.01,1902.95
927,2018-08-09,109.66999816894533,12706.85,340.74,13284.27,645.12,2481.64,2180.26,11673.06,13992.91,331.57,11709.13,1901.62
928,2018-08-10,109.0,12619.85,339.03,13198.63,638.47,2471.85,2165.97,11583.21,13882.69,329.3,11649.14,1896.25
929,2018-08-13,108.20999908447266,12549.56,338.03,13154.28,633.89,2454.96,2153.3,11485.26,13818.84,327.29,11637.61,1885.78
930,2018-08-14,109.55999755859376,12703.72,340.91,13249.92,638.73,2481.32,2176.07,11608.81,13911.94,329.79,11698.02,1912.01
931,2018-08-15,107.66000366210938,12514.52,338.72,13211.91,633.95,2437.0,2156.61,11403.28,13754.73,327.67,11745.16,1870.82
932,2018-08-16,107.63999938964844,12648.05,341.84,13320.23,640.26,2455.46,2174.27,11513.91,13826.73,331.04,11843.26,1882.35
933,2018-08-17,107.58000183105467,12742.88,343.27,13396.45,641.84,2465.47,2188.45,11566.36,13822.02,332.98,11924.32,1892.95
934,2018-08-20,106.87000274658205,12870.54,344.63,13442.86,644.25,2481.67,2195.52,11647.67,13860.81,334.62,11936.2,1910.34
935,2018-08-21,105.9800033569336,12925.77,344.95,13444.99,645.58,2494.12,2213.96,11741.74,13938.6,335.5,11865.34,1927.54
936,2018-08-22,107.05999755859376,12858.64,345.36,13397.64,644.92,2500.95,2211.67,11757.08,13971.15,335.09,11796.49,1928.45
937,2018-08-23,107.55999755859376,12864.21,345.65,13374.63,642.81,2497.68,2203.76,11698.18,13954.62,334.88,11793.02,1925.87
938,2018-08-24,108.4000015258789,12885.82,348.06,13438.29,646.15,2515.56,2211.71,11784.67,14100.16,336.48,11838.07,1936.57
939,2018-08-27,109.5999984741211,12983.64,349.55,13481.79,653.12,2529.58,2220.4,11939.65,14224.77,338.34,11818.93,1951.83
940,2018-08-28,110.26000213623048,12970.96,349.66,13499.88,653.24,2533.66,2223.32,11913.52,14256.51,338.38,11847.62,1953.78
941,2018-08-29,112.0199966430664,12985.09,351.7,13553.86,656.38,2546.1,2229.16,11941.78,14354.08,339.4,11894.71,1963.96
942,2018-08-30,111.9499969482422,12898.51,349.93,13478.8,652.35,2530.36,2219.31,11844.09,14282.54,337.16,11850.27,1950.63
943,2018-08-31,112.33000183105467,12873.0,350.6,13488.88,651.99,2541.25,2222.83,11826.72,14299.13,337.23,11849.47,1950.54
944,2018-09-04,111.70999908447266,12871.62,350.77,13466.66,652.24,2546.04,2209.64,11849.07,14295.07,336.64,11826.0,1946.06
945,2018-09-05,108.48999786376952,12885.36,349.96,13500.56,649.46,2522.31,2210.86,11821.88,14101.42,336.95,11901.46,1933.85
946,2018-09-06,108.73999786376952,12817.68,349.52,13497.62,648.08,2509.48,2199.06,11698.54,14033.38,335.51,11933.67,1903.9
947,2018-09-07,108.20999908447266,12786.37,348.59,13434.41,646.55,2501.17,2191.33,11654.19,14000.78,334.79,11838.58,1900.0
948,2018-09-10,109.37999725341795,12792.94,349.37,13486.01,647.88,2515.35,2195.72,11703.08,14062.85,335.71,11892.75,1915.18
949,2018-09-11,111.23999786376952,12812.92,350.38,13490.88,649.47,2528.13,2195.86,11743.6,14118.98,335.7,11883.21,1918.78
950,2018-09-12,111.70999908447266,12840.03,350.08,13516.4,652.42,2525.49,2199.72,11732.17,14120.42,335.9,11905.32,1926.41
951,2018-09-13,112.91000366210938,12841.54,351.8,13584.07,653.26,2528.15,2202.03,11695.7,14222.7,337.31,11969.82,1926.92
952,2018-09-14,113.37000274658205,12882.33,352.12,13568.17,653.48,2534.54,2209.5,11804.33,14261.03,337.87,11897.41,1931.76
953,2018-09-17,112.13999938964844,12868.06,350.33,13539.92,650.27,2501.97,2195.48,11744.02,14062.09,337.12,11911.81,1918.08
954,2018-09-18,113.20999908447266,12935.54,351.99,13575.96,653.46,2515.85,2203.02,11796.61,14177.62,338.79,11881.06,1937.51
955,2018-09-19,111.6999969482422,12962.12,351.39,13523.8,656.64,2500.49,2198.33,11917.78,14123.76,339.04,11751.27,1942.41
956,2018-09-20,113.56999969482422,13032.32,353.84,13611.94,661.96,2516.14,2220.75,12000.96,14232.63,342.07,11830.51,1955.15
957,2018-09-21,114.26000213623048,13060.2,354.29,13635.2,662.46,2512.79,2213.79,12008.06,14196.13,342.52,11862.16,1957.86
958,2018-09-24,114.66999816894533,12954.05,352.86,13514.6,658.29,2512.11,2200.63,11951.57,14215.36,339.52,11723.04,1954.52
959,2018-09-25,114.4499969482422,12869.34,352.51,13470.75,657.19,2521.82,2195.95,11941.08,14222.6,337.95,11672.06,1950.22
960,2018-09-26,113.9800033569336,12842.08,351.55,13416.29,654.93,2509.5,2175.47,11833.9,14173.88,336.97,11593.95,1949.56
961,2018-09-27,114.41000366210938,12804.72,352.23,13435.17,656.76,2514.21,2175.41,11799.4,14210.54,336.04,11633.93,1955.12
962,2018-09-28,114.37000274658205,12818.64,352.83,13497.75,654.95,2519.43,2185.52,11745.92,14239.87,335.99,11763.07,1953.99
963,2018-10-01,115.61000061035156,12832.06,354.36,13479.81,658.01,2512.34,2167.69,11799.57,14239.19,336.78,11704.72,1952.35
964,2018-10-02,115.1500015258789,12803.21,354.07,13471.36,656.8,2487.09,2157.1,11747.29,14144.96,336.95,11729.49,1934.5
965,2018-10-03,115.16999816894533,12870.52,354.77,13423.52,656.11,2501.89,2167.93,11874.03,14144.55,337.7,11611.45,1945.24
966,2018-10-04,112.79000091552734,12845.83,352.14,13341.37,653.3,2469.03,2141.75,11844.32,13889.06,336.44,11586.29,1914.89
967,2018-10-05,112.12999725341795,12780.44,349.87,13316.35,650.6,2455.76,2127.5,11740.14,13740.88,334.41,11645.5,1895.27
968,2018-10-08,110.8499984741211,12848.56,349.72,13354.33,651.48,2441.39,2137.26,11739.71,13597.6,335.34,11726.61,1893.11
969,2018-10-09,112.26000213623048,12772.03,349.47,13315.16,649.33,2435.49,2123.11,11693.46,13571.48,333.4,11736.13,1887.5
970,2018-10-10,106.16000366210938,12494.64,337.69,12989.49,630.32,2342.24,2067.31,11272.54,13006.02,325.2,11566.4,1818.24
971,2018-10-11,105.91000366210938,12140.95,330.36,12712.51,616.72,2295.83,2024.41,10978.13,12797.97,317.02,11318.05,1785.83
972,2018-10-12,109.56999969482422,12217.4,336.13,12819.3,623.57,2326.8,2023.3,11033.69,13105.29,320.52,11374.31,1816.05
973,2018-10-15,107.5999984741211,12207.13,334.01,12828.39,621.26,2320.64,2037.89,10983.99,12965.02,319.5,11412.45,1815.24
974,2018-10-16,111.0,12399.62,340.66,13083.2,633.86,2375.83,2086.54,11174.79,13385.33,325.94,11617.35,1857.72
975,2018-10-17,110.70999908447266,12380.24,340.33,13062.32,635.68,2363.96,2079.22,11151.44,13368.7,324.88,11616.0,1845.72
976,2018-10-18,108.5,12275.16,335.67,12935.12,627.35,2326.12,2046.65,10925.68,13090.12,321.01,11572.89,1811.41
977,2018-10-19,108.66000366210938,12251.91,334.72,12944.97,627.15,2303.2,2035.73,10847.95,12946.49,320.42,11657.07,1790.49
978,2018-10-22,109.62999725341795,12140.67,333.75,12858.35,622.09,2302.75,2026.08,10710.01,12958.37,318.44,11544.87,1780.68
979,2018-10-23,108.0999984741211,12068.58,331.4,12811.41,620.3,2278.6,2008.35,10573.13,12907.92,316.95,11527.65,1761.72
980,2018-10-24,102.31999969482422,11680.99,321.64,12581.72,604.66,2198.53,1946.85,10116.83,12392.9,307.24,11561.54,1683.17
981,2018-10-25,108.3000030517578,11873.88,327.24,12694.73,613.79,2234.11,1977.59,10319.39,12638.02,312.17,11564.84,1705.5
982,2018-10-26,106.95999908447266,11686.53,322.57,12483.53,601.01,2202.06,1954.65,10152.18,12375.73,307.47,11338.24,1674.39
983,2018-10-29,103.8499984741211,11768.64,322.76,12513.19,596.59,2190.06,1948.25,10154.23,12287.24,307.78,11451.31,1660.53
984,2018-10-30,103.7300033569336,12058.77,327.81,12755.66,605.78,2235.04,1987.41,10383.08,12536.69,312.42,11618.34,1711.66
985,2018-10-31,106.80999755859376,12095.38,330.69,12777.17,612.14,2259.69,1985.85,10524.96,12777.22,314.06,11527.28,1725.6
986,2018-11-01,105.91999816894533,12245.78,334.5,12940.74,618.81,2296.14,2027.67,10694.8,13026.29,318.04,11626.67,1777.07
987,2018-11-02,106.16000366210938,12249.82,331.63,12880.65,618.74,2294.47,2026.04,10684.26,12963.91,316.31,11532.98,1773.09
988,2018-11-05,107.51000213623048,12401.65,333.21,12978.71,622.68,2302.46,2037.6,10777.24,12937.04,319.2,11656.56,1785.19
989,2018-11-06,107.72000122070312,12531.69,335.24,13059.62,625.53,2313.29,2049.81,10864.17,12976.57,321.16,11714.18,1797.57
990,2018-11-07,111.95999908447266,12680.45,341.61,13250.32,638.13,2358.35,2079.56,11029.6,13321.81,326.34,11845.86,1823.06
991,2018-11-08,111.75,12659.44,340.59,13238.11,637.82,2348.33,2074.57,10966.67,13289.76,325.74,11839.82,1807.89
992,2018-11-09,109.56999969482422,12491.59,338.31,13154.44,631.68,2321.24,2050.71,10831.0,13097.42,323.34,11809.47,1774.52
993,2018-11-12,106.87000274658205,12318.71,332.73,12982.1,618.65,2277.21,2015.91,10595.7,12707.73,318.28,11721.72,1731.61
994,2018-11-13,106.94000244140624,12292.81,332.38,12982.14,619.02,2274.91,2012.68,10572.13,12712.74,318.07,11720.14,1731.42
995,2018-11-14,104.97000122070312,12121.5,329.72,12899.61,613.97,2250.62,1999.98,10490.67,12608.89,315.21,11649.38,1718.3
996,2018-11-15,107.27999877929688,12140.97,333.25,12966.38,619.0,2276.38,2019.61,10635.47,12800.68,317.42,11621.68,1736.72
997,2018-11-16,108.29000091552734,12147.11,332.65,13036.53,620.64,2272.31,2022.72,10615.42,12790.4,317.9,11734.12,1730.12
998,2018-11-19,104.62000274658205,12039.54,327.03,12892.93,611.83,2215.88,1993.33,10474.33,12363.89,314.38,11686.87,1684.79
999,2018-11-20,101.70999908447266,11735.94,320.39,12727.69,600.47,2167.63,1961.79,10196.31,12245.14,307.66,11611.84,1647.63
1000,2018-11-21,103.11000061035156,11828.41,321.4,12765.59,601.36,2193.86,1980.98,10292.26,12343.03,308.86,11575.04,1675.11
1001,2018-11-23,103.06999969482422,11748.3,319.14,12748.27,598.83,2184.77,1978.86,10182.66,12325.84,307.57,11575.71,1664.28
1002,2018-11-26,106.47000122070312,11988.03,324.03,12885.08,608.74,2222.6,2003.01,10429.4,12564.47,311.68,11645.63,1703.33
1003,2018-11-27,107.13999938964844,12020.94,325.28,12915.26,610.54,2209.67,1987.62,10388.14,12569.2,312.72,11713.78,1702.49
1004,2018-11-28,111.12000274658205,12203.91,332.2,13118.25,624.43,2265.63,2023.41,10569.14,12968.62,318.5,11807.54,1737.63
1005,2018-11-29,110.19000244140624,12148.88,330.93,13090.82,624.08,2258.4,2019.99,10493.64,12932.47,317.12,11795.89,1731.89
1006,2018-11-30,110.88999938964844,12179.5,333.79,13187.36,627.87,2274.0,2030.15,10541.93,13031.96,319.64,11917.65,1733.89
1007,2018-12-03,112.08999633789062,12276.44,336.92,13312.56,634.49,2301.51,2051.06,10691.87,13247.5,322.6,12008.12,1769.65
1008,2018-12-04,108.5199966430664,11837.74,326.73,12979.38,613.73,2224.92,1970.86,10185.34,12736.97,312.64,11851.56,1692.94
1009,2018-12-06,109.19000244140624,11728.21,326.77,13005.4,611.97,2225.49,1966.51,10044.55,12752.63,311.83,11958.93,1686.99
1010,2018-12-07,104.81999969482422,11463.57,318.55,12768.56,597.62,2170.61,1928.77,9818.72,12365.22,303.85,11843.33,1635.12
1011,2018-12-10,107.58999633789062,11351.91,318.7,12764.88,598.94,2173.2,1914.99,9681.03,12457.58,302.98,11838.71,1629.79
1012,2018-12-11,108.58999633789062,11298.77,318.06,12772.62,597.61,2173.11,1911.43,9612.84,12470.4,301.93,11876.48,1627.63
1013,2018-12-12,109.08000183105467,11390.3,319.56,12787.03,600.67,2191.77,1926.87,9719.65,12594.31,303.62,11786.1,1645.86
1014,2018-12-13,109.4499969482422,11270.97,319.69,12765.42,601.12,2178.63,1903.46,9596.64,12543.96,302.85,11831.45,1625.29
1015,2018-12-14,106.02999877929688,11125.21,313.71,12609.62,591.38,2144.56,1873.83,9437.37,12296.87,298.97,11761.18,1595.18
1016,2018-12-17,102.88999938964844,10895.12,307.7,12299.17,578.8,2080.49,1827.88,9292.57,12009.43,292.9,11390.02,1559.17
1017,2018-12-18,103.97000122070312,10862.47,307.38,12298.52,578.82,2085.52,1829.35,9224.77,12078.34,292.21,11390.35,1560.89
1018,2018-12-19,103.69000244140624,10721.34,302.97,12136.09,570.9,2055.68,1794.0,9032.9,11853.01,288.37,11291.45,1520.03
1019,2018-12-20,101.51000213623048,10535.07,298.71,11974.07,561.17,2014.85,1766.12,8897.09,11647.37,283.67,11218.11,1487.11
1020,2018-12-21,98.2300033569336,10359.94,293.7,11778.63,548.06,1968.71,1723.64,8720.67,11376.76,278.35,11080.11,1444.59
1021,2018-12-24,94.12999725341795,10114.12,285.94,11429.16,533.56,1916.62,1681.51,8504.26,11054.41,271.36,10677.48,1407.55
1022,2018-12-26,100.55999755859376,10590.64,299.68,11886.45,559.03,2019.12,1766.45,8971.33,11630.11,283.67,10997.69,1495.85
1023,2018-12-27,101.18000030517578,10659.69,302.58,11984.54,563.05,2032.87,1771.02,9031.57,11730.53,286.17,11074.51,1502.19
1024,2018-12-28,100.38999938964844,10627.49,302.03,11967.3,563.68,2030.42,1770.96,8990.82,11704.32,285.57,11067.72,1498.48
1025,2018-12-31,101.56999969482422,10689.95,305.04,12047.2,568.7,2053.7,1786.78,9076.52,11828.6,288.01,11106.96,1509.97
1026,2019-01-02,101.12000274658205,10814.62,304.93,11976.66,569.66,2040.75,1786.55,9189.66,11779.44,290.08,10934.98,1529.4
1027,2019-01-03,97.4000015258789,10659.41,297.1,11803.02,559.28,2000.92,1758.57,9013.93,11537.26,285.76,10907.14,1489.26
1028,2019-01-04,101.93000030517578,11044.4,306.77,12127.47,578.87,2069.34,1820.58,9396.71,11946.81,295.53,11096.39,1557.38
1029,2019-01-07,102.05999755859376,11157.37,308.47,12222.56,584.41,2101.99,1851.13,9522.85,12088.1,298.48,11134.72,1598.45
1030,2019-01-08,102.8000030517578,11233.11,311.45,12364.75,589.04,2132.58,1881.72,9607.06,12219.41,300.51,11285.8,1617.06
1031,2019-01-09,104.2699966430664,11344.42,313.02,12413.5,589.73,2148.54,1899.96,9718.44,12301.34,301.91,11267.88,1639.68
1032,2019-01-10,103.5999984741211,11374.86,314.55,12518.95,593.97,2158.8,1913.57,9747.28,12400.88,302.91,11414.28,1643.54
1033,2019-01-11,102.8000030517578,11435.52,314.67,12526.94,595.61,2155.56,1918.47,9773.27,12412.06,304.2,11422.32,1644.35
1034,2019-01-14,102.0500030517578,11395.96,313.31,12432.46,593.71,2142.98,1908.48,9796.68,12320.12,302.81,11288.04,1630.58
1035,2019-01-15,105.01000213623048,11402.68,315.02,12545.33,599.69,2168.99,1923.04,9829.25,12500.16,304.04,11428.33,1646.77
1036,2019-01-16,105.37999725341795,11475.13,315.6,12561.18,603.71,2178.93,1935.13,9954.58,12481.99,305.73,11450.37,1644.21
1037,2019-01-17,106.12000274658205,11562.43,317.94,12660.44,609.86,2200.01,1949.94,10059.08,12595.76,308.11,11519.06,1665.73
1038,2019-01-18,107.70999908447266,11763.84,322.06,12814.03,616.64,2225.32,1976.28,10256.7,12765.46,312.54,11604.12,1696.22
1039,2019-01-22,105.68000030517578,11592.08,318.4,12671.02,607.76,2196.06,1944.75,10063.99,12597.71,307.93,11534.48,1652.29
1040,2019-01-23,106.70999908447266,11551.53,319.18,12691.94,607.21,2197.14,1939.08,10007.15,12583.25,309.81,11589.19,1639.77
1041,2019-01-24,106.1999969482422,11617.81,318.84,12738.31,606.9,2200.11,1953.79,10080.92,12597.66,310.09,11614.45,1664.12
1042,2019-01-25,107.16999816894533,11781.76,321.55,12831.96,611.14,2224.73,1977.46,10251.92,12731.98,313.42,11627.97,1698.09
1043,2019-01-28,105.08000183105467,11749.27,318.08,12803.82,608.12,2213.85,1975.18,10164.75,12634.39,311.91,11638.7,1681.08
1044,2019-01-29,102.94000244140624,11742.24,318.15,12828.25,608.23,2207.37,1972.85,10129.36,12625.75,312.25,11658.68,1670.08
1045,2019-01-30,106.37999725341795,11825.25,322.06,12960.03,617.01,2233.92,1987.0,10226.66,12825.1,314.82,11753.38,1696.06
1046,2019-01-31,104.43000030517578,11897.86,325.73,13075.19,620.47,2257.23,1997.33,10226.7,12920.23,317.1,11902.09,1711.99
1047,2019-02-01,102.77999877929688,11888.95,326.25,13085.77,618.51,2267.16,2003.41,10286.5,12971.74,317.54,11858.77,1720.48
1048,2019-02-04,105.73999786376952,11927.45,328.09,13147.35,622.02,2284.03,2019.53,10347.32,13074.54,318.93,11883.63,1726.89
1049,2019-02-05,107.22000122070312,11952.81,329.27,13205.97,626.13,2293.26,2025.86,10336.46,13097.73,320.11,11915.48,1737.34
1050,2019-02-06,106.02999877929688,11945.48,328.6,13181.56,624.58,2289.22,2024.52,10326.14,13065.46,320.29,11862.39,1734.11
